asn,category,tags
196638,ISP,Eyeball|Not Validating RPKI ROV|Computer and Information Technology|Internet Service Provider (ISP)
196641,Other,"Civil Engineering Construction (Utility Lines, Roads and Bridges)|Construction and Real Estate|Retail Stores, Wholesale, and E-commerce Sites|Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)"
196642,Enterprise,"Manufacturing|Law, Business, and Consulting Services|Civil Engineering Construction (Utility Lines, Roads and Bridges)|Service"
196648,Academic/Edu,"Education and Research|Colleges, Universities, and Professional Schools"
196657,Eyeball,"Not Validating RPKI ROV|Buildings (Residential or Commercial)|Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)|Construction and Real Estate"
196660,Other,"Manufacturing|Clothing and Textiles|Retail Stores, Wholesale, and E-commerce Sites"
196665,Eyeball,"Civil Engineering Construction (Utility Lines, Roads and Bridges)|Construction and Real Estate|Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)|Electric Power Generation, Transmission, Distribution"
196667,Other,"Not Validating RPKI ROV|Construction and Real Estate|Civil Engineering Construction (Utility Lines, Roads and Bridges)|Postal Services and Couriers"
196673,ISP,"Not Validating RPKI ROV|Computer and Information Technology|Construction and Real Estate|Civil Engineering Construction (Utility Lines, Roads and Bridges)"
196685,ISP,"Not Validating RPKI ROV|Computer and Information Technology|Retail Stores, Wholesale, and E-commerce Sites|Internet Service Provider (ISP)"
196686,ISP,"Banks, Credit Card Companies, Mortgage Providers|Civil Engineering Construction (Utility Lines, Roads and Bridges)|Internet Service Provider (ISP)|Finance and Insurance"
196691,ISP,Computer and Network Security|Computer and Information Technology|Internet Service Provider (ISP)
196695,ISP,Tranco 10k Host|Not Validating RPKI ROV|Computer and Information Technology|Construction and Real Estate
196698,ISP,Not Validating RPKI ROV|Internet Service Provider (ISP)|Computer and Information Technology
196699,Enterprise,"Not Validating RPKI ROV|Media, Publishing, and Broadcasting|Law, Business, and Consulting Services|Service"
196705,ISP,Eyeball|Not Validating RPKI ROV|Computer and Information Technology|Internet Service Provider (ISP)
196716,ISP,Internet Service Provider (ISP)|Computer and Information Technology
196719,ISP,"Electronics and Computer Components|Construction and Real Estate|Computer and Information Technology|Civil Engineering Construction (Utility Lines, Roads and Bridges)"
196721,ISP,"Civil Engineering Construction (Utility Lines, Roads and Bridges)|Computer and Information Technology|Construction and Real Estate|Internet Service Provider (ISP)"
196726,ISP,Not Validating RPKI ROV|Hosting and Cloud Provider|Computer and Information Technology|Software Development
196739,ISP,Eyeball|Not Validating RPKI ROV|Internet Service Provider (ISP)|Trucking
196742,ISP,"Retail Stores, Wholesale, and E-commerce Sites|Not Validating RPKI ROV|Computer and Information Technology|Government and Public Administration"
196747,ISP,Phone Provider|Computer and Information Technology|Internet Service Provider (ISP)
196750,ISP,"Eyeball|Computer and Network Security|Computer and Information Technology|Retail Stores, Wholesale, and E-commerce Sites"
196754,ISP,"Computer and Information Technology|Freight, Shipment, and Postal Services|Internet Service Provider (ISP)|Manufacturing"
196764,Unknown,
