asn,rank,name
9498,22,BBIL-AP BHARTI Airtel Ltd.
4755,31,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP
55836,78,RELIANCEJIO-IN Reliance Jio Infocomm Limited
9583,92,SIFY-AS-IN Sify Limited
55410,148,VIL-AS-AP Vodafone Idea Ltd
45820,189,TTSL-MEISISP Tata Teleservices ISP AS
9730,247,BHARTITELESONIC-AS-IN-AP Bharti Telesonic Ltd
18229,259,CTRLS-AS-IN CtrlS
45117,301,INPL-IN-AP Ishans Network
17762,310,HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd
