asn,rank,name
9002,13,RETN-AS RETN Limited
12389,18,ROSTELECOM-AS PJSC Rostelecom
3216,27,"SOVAM-AS PJSC ""Vimpelcom"""
31133,28,MF-MGSM-AS PJSC MegaFon
20764,32,RASCOM-AS CJSC RASCOM
20485,35,TRANSTELECOM Joint Stock Company TransTeleCom
28917,40,"Fiord-AS Fiord Networks, UAB"
35598,44,INETCOM INETCOM CARRIER LLC
8359,51,MTS MTS PJSC
57304,58,"RETNRU-AS JSC ""RetnNet"""
