asn,rank,name
3257,3,GTT-BACKBONE GTT Communications Inc.
174,4,COGENT-174
9002,11,RETN-AS RETN Limited
15412,43,FLAG-AS FLAG TELECOM UK LIMITED
8220,44,COLT COLT Technology Services Group Limited
13335,68,CLOUDFLARENET
3223,95,VOXILITY Voxility LLP
30844,123,LIQUID-AS Liquid Telecommunications Ltd
41095,142,IPTP IPTP LTD
60068,148,CDN77 Datacamp Limited
