asn,rank,name
1299,2,TWELVE99 Arelion Sweden AB
5511,12,Opentransit Orange S.A.
35280,183,F5 F5 Networks SARL
8218,201,NEO-ASN Zayo Infrastructure France SA
3215,247,AS3215 Orange S.A.
29075,248,IELO IELO-LIAZO SERVICES SAS
30781,249,JAGUAR-AS Free Pro SAS
43531,375,IXREACH BSO Network Solutions SAS
31216,376,BSOCOM BSO Network Solutions SAS
16276,397,OVH OVH SAS
