asn,rank,name
9498,23,BBIL-AP BHARTI Airtel Ltd.
4755,36,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP
55836,85,RELIANCEJIO-IN Reliance Jio Infocomm Limited
9583,101,SIFY-AS-IN Sify Limited
55410,128,VIL-AS-AP Vodafone Idea Ltd
45820,179,TTSL-MEISISP Tata Teleservices ISP AS
9730,243,BHARTITELESONIC-AS-IN-AP Bharti Telesonic Ltd
18229,300,CTRLS-AS-IN CtrlS
45117,315,INPL-IN-AP Ishans Network
17665,321,ONEBROADBAND ONEOTT INTERTAINMENT LIMITED
