asn,rank,name
2914,5,NTT-DATA-2914
7660,49,APAN-JP Asia Pacific Advanced Network - Japan
2497,89,IIJ Internet Initiative Japan Inc.
20473,92,AS-VULTR
2516,128,KDDI KDDI CORPORATION
17676,129,GIGAINFRA SoftBank Corp.
2500,314,WIDE-BB WIDE Project
4713,331,OCN NTT Communications Corporation
2518,352,BIGLOBE BIGLOBE Inc.
2519,361,VECTANT ARTERIA Networks Corporation
