asn,rank,name
3356,1,LEVEL3
174,3,COGENT-174
2914,5,NTT-LTD-2914
6939,6,HURRICANE
6461,7,ZAYO-6461
6453,8,AS6453
3257,9,GTT-BACKBONE GTT Communications Inc.
3491,10,BTN-ASN
1239,17,SPRINTLINK
7018,27,ATT-INTERNET4
