asn,rank,name
174,3,COGENT-174
9002,11,RETN-AS RETN Limited
8220,41,COLT COLT Technology Services Group Limited
15412,42,FLAG-AS FLAG TELECOM UK LIMITED
9009,58,M247 M247 Europe SRL
13335,69,CLOUDFLARENET
4455,80,BSO IX Reach Ltd
3223,94,VOXILITY Voxility LLP
41095,110,IPTP IPTP LTD
60068,126,CDN77 Datacamp Limited
