asn,category,tags
49572,ISP,Validating RPKI ROV|Internet Service Provider (ISP)|Computer and Information Technology|
41383,Other,"Real Estate (Residential and/or Commercial)|Household Appliances and Electronics|Construction and Real Estate|Retail Stores, Wholesale, and E-commerce Sites"
205220,ISP,Validating RPKI ROV|Computer and Information Technology|Internet Service Provider (ISP)|Hosting and Cloud Provider
57770,Enterprise,"Service|Law, Business, and Consulting Services|"
8619,Enterprise,"Finance and Insurance|Law, Business, and Consulting Services|Investment, Portfolio Management, Pensions and Funds|Service"
8621,ISP,Computer and Information Technology|Hosting and Cloud Provider|Internet Service Provider (ISP)|Validating RPKI ROV
8622,ISP,Server Hosting|Computer and Information Technology|Internet Service Provider (ISP)|Hosting and Cloud Provider
25006,ISP,Phone Provider|Service|Radio and Television Providers|Computer and Information Technology
197039,Other,"Validating RPKI ROV|Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance|"
41393,ISP,Software Development|Internet Service Provider (ISP)|Computer and Information Technology|Hosting and Cloud Provider
197040,Enterprise,"Law, Business, and Consulting Services|Service|Buildings, Repair, Maintenance (Pest Control, Landscaping, Cleaning, Locksmiths, Car Washes, etc)|Media, Publishing, and Broadcasting"
205237,Other,Real Estate (Residential and/or Commercial)|Construction and Real Estate|Not Validating RPKI ROV|
213431,Unknown,
41400,ISP,Not Validating RPKI ROV|Internet Service Provider (ISP)|Computer and Information Technology|
49592,Content/CDN,"Construction and Real Estate|Real Estate (Residential and/or Commercial)|Retail Stores, Wholesale, and E-commerce Sites|Computer and Information Technology"
213434,Eyeball,Personal ASN|Eyeball|
213436,Unknown,
25022,ISP,Software Development|Computer and Information Technology|Internet Service Provider (ISP)|
57793,ISP,Home ISP|Computer and Information Technology|Internet Service Provider (ISP)|
213441,Unknown,
25030,ISP,"Insurance Carriers and Agencies|Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance|Investment, Portfolio Management, Pensions and Funds"
41415,Other,"Computer and Information Technology|Software Development|Museums, Libraries, and Entertainment|Not Validating RPKI ROV"
49606,Enterprise,"Law, Business, and Consulting Services|Service|"
49607,Other,"Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance|"
213447,Academic/Edu,Academic|Content|
8651,Other,Validating RPKI ROV|Finance and Insurance|Service|
213448,Unknown,
213451,Unknown,
49615,Other,Buildings (Residential or Commercial)|Construction and Real Estate|
8656,ISP,Computer and Information Technology|Internet Service Provider (ISP)|
25041,ISP,Internet Service Provider (ISP)|Computer and Information Technology|
205265,Other,Service|
205267,ISP,Software Development|Computer and Information Technology|Internet Service Provider (ISP)|
213460,Unknown,
25048,ISP,Computer and Information Technology|Internet Service Provider (ISP)|
25050,ISP,"Banks, Credit Card Companies, Mortgage Providers|Computer and Information Technology|Internet Service Provider (ISP)|Finance and Insurance"
8669,ISP,Internet Service Provider (ISP)|Computer and Information Technology|Software Development|Validating RPKI ROV
197085,Enterprise,"Service|Law, Business, and Consulting Services|"
205281,ISP,Construction and Real Estate|Software Development|Internet Service Provider (ISP)|Computer and Information Technology
205283,Other,Software Development|Computer and Information Technology|
8676,Eyeball,"Eyeball|Media, Publishing, and Broadcasting|Validating RPKI ROV|Server Hosting"
25061,ISP,Computer and Information Technology|Internet Service Provider (ISP)|Validating RPKI ROV|
205286,Enterprise,"Law, Business, and Consulting Services|Service|"
8680,ISP,Eyeball|Internet Service Provider (ISP)|Computer and Information Technology|Not Validating RPKI ROV
41448,ISP,"Service|Computer and Information Technology|Internet Service Provider (ISP)|Media, Publishing, and Broadcasting"
213482,Unknown,
8683,ISP,Validating RPKI ROV|Hosting and Cloud Provider|Internet Service Provider (ISP)|Computer and Information Technology
205292,Other,"Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance|"
8686,Other,"Service|Computer and Information Technology|Retail Stores, Wholesale, and E-commerce Sites|Travel and Accommodation"
205294,Other,Service|
197104,ISP,Internet Service Provider (ISP)|Computer and Information Technology|
8689,ISP,Internet Service Provider (ISP)|Computer and Information Technology|Validating RPKI ROV|Eyeball
197106,Enterprise,"Investment, Portfolio Management, Pensions and Funds|Law, Business, and Consulting Services|Service|Finance and Insurance"
197107,ISP,Validating RPKI ROV|Software Development|Computer and Information Technology|Internet Service Provider (ISP)
213493,Unknown,
213495,Other,Content|
49657,ISP,"Software Development|Internet Service Provider (ISP)|Finance and Insurance|Banks, Credit Card Companies, Mortgage Providers"
8698,ISP,"Validating RPKI ROV|Insurance Carriers and Agencies|Banks, Credit Card Companies, Mortgage Providers|Finance and Insurance"
57850,Academic/Edu,"Agriculture, Mining, and Refineries (Farming, Greenhouses, Mining, Forestry, and Animal Farming)|Utilities (Excluding Internet Service)|Education and Research|"
205309,ISP,Internet Service Provider (ISP)|Computer and Information Technology|
213502,Unknown,
205311,ISP,Computer and Information Technology|Internet Service Provider (ISP)|Not Validating RPKI ROV|
197122,Other,Service|
213507,Unknown,
8709,ISP,Internet Service Provider (ISP)|Computer and Information Technology|
41477,Other,Finance and Insurance|Computer and Information Technology|
213513,Unknown,
8714,Other,"Search|Computer and Information Technology|Community Groups and Nonprofits|Human Rights and Social Advocacy (Human Rights, Environment and Wildlife Conservation, Other)"
25098,ISP,Home ISP|Computer and Information Technology|Internet Service Provider (ISP)|Server Hosting
8716,ISP,"Service|Law, Business, and Consulting Services|Computer and Information Technology|Internet Service Provider (ISP)"
41484,ISP,Not Validating RPKI ROV|Internet Service Provider (ISP)|Computer and Information Technology|
8718,Other,"Finance and Insurance|Investment, Portfolio Management, Pensions and Funds|"
213515,Unknown,
205328,Other,"Software Development|Computer and Information Technology|Retail Stores, Wholesale, and E-commerce Sites|"
41489,ISP,Validating RPKI ROV|Computer and Information Technology|Internet Service Provider (ISP)|
213520,Unknown,
49683,ISP,ToR Services|Hosting and Cloud Provider|Internet Service Provider (ISP)|Computer and Information Technology
25108,ISP,Content|Hosting and Cloud Provider|Computer and Information Technology|Internet Service Provider (ISP)
41493,Other,"Finance and Insurance|Investment, Portfolio Management, Pensions and Funds|"
213525,Unknown,
41495,ISP,Carrier|Computer and Information Technology|Internet Service Provider (ISP)|Not Validating RPKI ROV
213526,Unknown,
205337,Other,Software Development|Computer and Information Technology|
213529,Unknown,
49694,Other,Software Development|Computer and Information Technology|Phone Provider|
213534,Unknown,
25127,Other,Service|
213543,Eyeball,Eyeball|Personal ASN|
213546,Unknown,
213549,Unknown,
25135,ISP,Eyeball|Computer and Information Technology|Internet Service Provider (ISP)|Not Validating RPKI ROV
205359,ISP,Computer and Information Technology|Software Development|Internet Service Provider (ISP)|
205360,Other,Service|
57907,ISP,Computer and Information Technology|Internet Service Provider (ISP)|
8760,ISP,Internet Service Provider (ISP)|Computer and Information Technology|
205372,ISP,Computer and Information Technology|Internet Service Provider (ISP)|Not Validating RPKI ROV|
205373,Other,Tranco 10k Host|Real Estate (Residential and/or Commercial)|Buildings (Residential or Commercial)|Construction and Real Estate
213565,Other,Personal ASN|
49728,Government,"Government and Regulatory Agencies, Administrations, Departments, and Services|Government and Public Administration|Government|"
41538,Other,"Casinos and Gambling|Software Development|Computer and Information Technology|Museums, Libraries, and Entertainment"
57927,Other,"Travel and Accommodation|Service|Retail Stores, Wholesale, and E-commerce Sites|Computer and Information Technology"
25160,ISP,Carrier|Internet Service Provider (ISP)|Computer and Information Technology|Validating RPKI ROV
213578,Unknown,
41548,Academic/Edu,"Government and Regulatory Agencies, Administrations, Departments, and Services|Education and Research|Media, Publishing, and Broadcasting|Government and Public Administration"
57932,Other,Computer and Information Technology|Community Groups and Nonprofits|
139853,ISP,Computer and Information Technology|Hosting and Cloud Provider|Internet Service Provider (ISP)|
205389,ISP,Eyeball|Validating RPKI ROV|Computer and Information Technology|Internet Service Provider (ISP)
49744,Content/CDN,"Software Development|Accountants, Tax Preparers, Payroll Services|Computer and Information Technology|Finance and Insurance"
41553,Other,Other|Not Validating RPKI ROV|
205394,ISP,Computer and Network Security|Internet Service Provider (ISP)|Government and Public Administration|Computer and Information Technology
213580,Unknown,
213583,Unknown,
8789,ISP,Internet Service Provider (ISP)|Computer and Information Technology|Validating RPKI ROV|
213584,Unknown,
8791,ISP,Internet Service Provider (ISP)|Software Development|Computer and Information Technology|
213585,Unknown,
25178,ISP,Internet Service Provider (ISP)|Computer and Information Technology|Eyeball|
205402,Other,"Not Validating RPKI ROV|Media, Publishing, and Broadcasting|Online Music and Video Streaming Services|"
25180,ISP,Eyeball|Computer and Information Technology|Internet Service Provider (ISP)|Not Validating RPKI ROV
41564,ISP,Eyeball|Computer and Information Technology|Internet Service Provider (ISP)|Hosting and Cloud Provider
49758,Other,"Finance and Insurance|Banks, Credit Card Companies, Mortgage Providers|"
8802,ISP,"Software Development|Investment, Portfolio Management, Pensions and Funds|Computer and Information Technology|Internet Service Provider (ISP)"
41570,Other,"Museums, Libraries, and Entertainment|Community Groups and Nonprofits|"
213603,Unknown,
49765,ISP,Validating RPKI ROV|Internet Service Provider (ISP)|Computer and Information Technology|
57957,Enterprise,"Law, Business, and Consulting Services|Service|"
205414,Other,"Media, Publishing, and Broadcasting|"
213607,Unknown,
213608,Unknown,
213613,Unknown,
49775,ISP,Computer and Information Technology|Buildings (Residential or Commercial)|Internet Service Provider (ISP)|Construction and Real Estate
213615,Unknown,
213618,Unknown,
213620,Unknown,
49781,Other,Real Estate (Residential and/or Commercial)|Construction and Real Estate|
205434,Other,"Retail Stores, Wholesale, and E-commerce Sites|Computer and Information Technology|Software Development|Museums, Libraries, and Entertainment"
213626,Unknown,
41596,ISP,Insurance Carriers and Agencies|Finance and Insurance|
