asn,rank,name
6830,31,LibertyGlobal Liberty Global Europe Holding B.V.
15830,64,Equinix Equinix (EMEA) Acquisition Enterprises B.V.
64289,102,MACARNE
20965,104,GEANT GEANT Vereniging
20562,128,OPEN-PEERING-AS Broadband Hosting B.V.
21320,169,GEANT_IAS_VRF GEANT Vereniging
16265,178,LEASEWEB-NETWORK LeaseWeb Network B.V.
24785,179,JOINTTRANSIT-AS Broadband Hosting B.V.
8455,226,ATOM86-AS atom86 BV
199995,232,OT-AS Omega Telecom LLC
