asn,rank,name
3257,3,GTT-BACKBONE GTT Communications Inc.
5511,12,Opentransit Orange S.A.
8220,44,COLT COLT Technology Services Group Limited
60068,148,CDN77 Datacamp Limited
35280,183,F5 F5 Networks SARL
8218,201,NEO-ASN Zayo Infrastructure France SA
9009,213,M247 M247 Europe SRL
3215,247,AS3215 Orange S.A.
29075,248,IELO IELO-LIAZO SERVICES SAS
30781,249,JAGUAR-AS Free Pro SAS
