src,dst
6204,24429
23673,132203
24961,55967
5580,45102
24429,63956
24516,55967
24429,151326
51087,216299
7721,215172
49544,139799
3741,24429
6939,150289
34854,213605
20485,45102
9930,132203
3741,4134
213605,216182
45489,212793
7575,142111
4837,40065
45102,63927
7720,153725
6424,10111
58299,205794
10111,45796
60326,212164
209823,213605
4637,63631
4837,17676
4837,33891
4134,50629
37468,212793
204508,213605
52025,132203
35598,55967
14537,55967
209650,213151
205112,212793
15802,45102
63927,137753
1140,212793
4538,18106
7720,213605
4134,41327
57050,209650
17639,63631
10111,52025
205206,209650
10111,137409
38195,146762
1140,24429
4809,58717
4538,32590
7720,150289
1299,4837
45102,140627
1828,4134
55967,206356
4809,4837
24429,50629
55967,150369
4538,6939
10111,18106
24482,146762
140627,146762
7721,20473
62246,213605
24429,140227
209650,209823
137409,146762
4134,57463
58299,210426
34019,45102
139317,212635
24429,25220
55967,57777
8966,132203
6762,24429
50673,132203
24429,41327
4809,23764
10111,32590
29691,132203
4538,49544
199392,216182
45352,146762
51185,212793
4766,132203
24429,58952
24429,30844
38008,146762
55967,199524
9318,45102
1103,132203
48919,153725
42541,209650
5405,132203
174,204211
4826,132203
24115,133865
30844,153725
204211,215172
1836,24429
4777,132203
2516,132203
3356,4809
51185,139799
45102,262589
132203,212483
