src,dst,hege
23848,701,0.09913793103448276
23851,6939,0.08333333333333333
23851,1299,0.14583333333333334
23852,3491,1.0
23852,3356,0.08333333333333333
23853,6939,0.38636363636363635
23853,1299,0.08333333333333333
23910,6939,0.9848484848484848
23911,6939,1.0
24138,3356,0.27055250180250184
24138,58453,0.9983029221197945
24139,6939,0.5
24139,1299,0.14502495136040058
24139,6939,0.08365885416666667
24141,3356,0.08333333333333333
24141,1299,0.125
24141,6939,0.0625
24144,955,1.0
24144,6939,1.0
24147,174,0.10096153846153848
24147,58453,0.81640625
24147,3356,0.18880208333333334
24149,174,0.4583333333333333
24149,4641,0.5416666666666666
24149,2914,0.125
24149,1299,0.0625
24149,3356,0.052083333333333336
24149,6453,0.375
24149,6939,0.2727272727272727
24149,6453,0.3181818181818182
24149,4641,0.4090909090909091
24149,174,0.6363636363636364
24151,1280,0.08463743021581666
24151,1280,0.10629584297063137
24151,4766,0.06425990467645407
24151,174,0.14525496543202726
24151,6939,0.4557189805641
24151,8763,0.10367255729574071
24151,21859,0.07704865734787633
24151,23600,0.16628204582853906
24151,9318,0.09912153932100187
24151,174,0.27401712488986313
24151,3491,0.10575677519917077
24151,8763,0.06660447192294457
24151,6939,0.12450932336488452
24239,1299,0.13636363636363633
24239,20473,0.2768595041322313
24239,6939,0.8002754820936638
24239,2914,0.12534435261707985
24302,6939,1.0
24348,174,0.7297979797979799
24348,3491,0.09090909090909091
24348,2914,1.0
24348,1299,0.14583333333333334
24349,6939,1.0
24350,6939,0.9598930481283422
24352,6939,1.0
24357,6939,1.0
24360,6939,1.0
24361,2914,0.5833333333333334
24362,3491,0.13636363636363635
24363,6939,1.0
24364,6453,0.5416666666666666
24364,6939,1.0
24367,6939,1.0
24371,6939,0.9552341597796143
24372,6939,0.9553571428571428
24376,3462,0.2916666666666667
24376,3491,0.1111111111111111
24376,6939,0.10416666666666667
24376,10310,1.0
24376,9680,0.22727272727272727
24376,3462,0.22727272727272727
24376,10310,1.0
24376,6939,0.18181818181818182
24400,6939,0.45293977223357956
24400,58453,0.9929507610563669
24400,3356,0.090107123546314
24400,1299,0.06895875364268102
24400,3356,0.22549731677891813
24400,58453,0.9964975953381329
24404,3356,0.20833333333333334
24404,174,0.10416666666666667
24404,58453,1.0
24406,21859,0.12369146005509642
24406,6939,0.5719893742621015
24406,33071,0.4400793650793652
24406,33071,0.45067007645132645
24406,21859,0.20298201925282033
24406,17547,0.19281104521768222
24406,6939,0.4610663930976431
24409,6939,0.1775958994708995
24409,56910,0.31637806637806637
24409,21859,0.47759740259740274
24409,6774,0.14347041847041847
24409,6939,0.5824675324675325
24409,7473,0.08712121212121211
24409,174,0.07093253968253967
24409,56910,0.1593915343915344
24409,58453,0.7665839947089946
24409,3356,0.1263392857142857
24413,37100,0.42476851851851855
24413,3257,0.09722222222222221
24413,3491,0.46701388888888884
24413,3356,0.05902777777777777
24422,3356,0.2805989583333333
24422,58453,0.9993489583333334
24422,6939,0.062174479166666664
24424,1299,0.08333333333333333
24424,6939,0.3727272727272728
24424,15169,0.10000000000000003
24424,174,0.06066176470588235
24427,6939,0.7046875
24427,63928,0.7328125000000001
24429,7473,0.06552035868071725
24429,6939,0.41358018431325205
24429,39386,0.0639362549800797
24429,21859,0.21795808211784473
24429,4229,0.1006591017696679
24429,2914,0.057384674058931
24429,174,0.08844559424639106
24429,1299,0.061936165696034176
24429,6453,0.06924170423307766
24429,3356,0.06273624595124787
24429,2914,0.05091987511457291
24429,6939,0.0943982898944203
24429,174,0.09563712062031339
24429,6453,0.11176004827374231
24429,21859,0.2011658494507558
24429,1299,0.11892799819386324
24429,3356,0.06923568429409091
24429,4229,0.09733378357008109
24429,3491,0.11083842789496386
24430,1299,0.0863095238095238
24444,3356,0.08899117759877254
24444,58453,0.9803510587203811
24444,6939,0.4116768686761241
24444,3356,0.24861364822465393
24444,58453,0.9923927386340617
24445,58453,0.9884806973848069
