asn,degree,betweenness,eigenvector,pagerank,rank_degree,rank_betweenness,rank_eigenvector,rank_pagerank
145810,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54515,39625,83012,16240
143011,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54516,39626,83013,16241
143188,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54517,39627,83014,16242
144835,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54518,39628,83015,16243
146679,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54519,39629,83016,16244
144132,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54520,39630,83017,16245
146554,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54521,39631,83018,16246
145022,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54522,39632,83019,16247
144825,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54523,39633,83020,16248
146257,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54524,39634,83021,16249
145349,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54525,39635,83022,16250
145611,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54526,39636,83023,16251
145902,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54527,39637,83024,16252
146371,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54528,39638,83025,16253
146327,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54529,39639,83026,16254
145382,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54530,39640,83027,16255
143131,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54531,39641,83028,16256
143197,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54532,39642,83029,16257
144836,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54533,39643,83030,16258
145628,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54534,39644,83031,16259
143837,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54535,39645,83032,16260
146622,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54536,39646,83033,16261
145725,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54537,39647,83034,16262
146659,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54538,39648,83035,16263
143440,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54539,39649,83036,16264
144891,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54540,39650,83037,16265
145262,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54541,39651,83038,16266
146167,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54542,39652,83039,16267
144160,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54543,39653,83040,16268
144138,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54544,39654,83041,16269
143850,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54545,39655,83042,16270
145322,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54546,39656,83043,16271
143271,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54547,39657,83044,16272
145633,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54548,39658,83045,16273
145068,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54549,39659,83046,16274
143387,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54550,39660,83047,16275
143612,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54551,39661,83048,16276
144104,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54552,39662,83049,16277
145704,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54553,39663,83050,16278
142874,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54554,39664,83051,16279
142786,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54555,39665,83052,16280
143380,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54556,39666,83053,16281
143971,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54557,39667,83054,16282
143914,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54558,39668,83055,16283
143615,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54559,39669,83056,16284
145761,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54560,39670,83057,16285
146133,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54561,39671,83058,16286
144379,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54562,39672,83059,16287
144071,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54563,39673,83060,16288
146106,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54564,39674,83061,16289
143639,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54565,39675,83062,16290
145806,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54566,39676,83063,16291
146584,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54567,39677,83064,16292
142750,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54568,39678,83065,16293
146072,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54569,39679,83066,16294
143330,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54570,39680,83067,16295
146204,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54571,39681,83068,16296
146180,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54572,39682,83069,16297
143032,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54573,39683,83070,16298
145648,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54574,39684,83071,16299
146187,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54575,39685,83072,16300
146458,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54576,39686,83073,16301
142814,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54577,39687,83074,16302
143633,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54578,39688,83075,16303
144090,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54579,39689,83076,16304
145832,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54580,39690,83077,16305
143853,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54581,39691,83078,16306
143994,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54582,39692,83079,16307
146197,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54583,39693,83080,16308
144320,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54584,39694,83081,16309
145360,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54585,39695,83082,16310
142687,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54586,39696,83083,16311
143662,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54587,39697,83084,16312
144112,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54588,39698,83085,16313
145259,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54589,39699,83086,16314
144514,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54590,39700,83087,16315
143112,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54591,39701,83088,16316
145590,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54592,39702,83089,16317
144542,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54593,39703,83090,16318
146059,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54594,39704,83091,16319
145839,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54595,39705,83092,16320
144804,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54596,39706,83093,16321
146209,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54597,39707,83094,16322
146433,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54598,39708,83095,16323
142730,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54599,39709,83096,16324
143882,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54600,39710,83097,16325
143863,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54601,39711,83098,16326
145616,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54602,39712,83099,16327
146271,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54603,39713,83100,16328
144059,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54604,39714,83101,16329
142827,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54605,39715,83102,16330
143603,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54606,39716,83103,16331
145010,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54607,39717,83104,16332
143765,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54608,39718,83105,16333
145081,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54609,39719,83106,16334
143374,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54610,39720,83107,16335
143067,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54611,39721,83108,16336
145137,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54612,39722,83109,16337
142789,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54613,39723,83110,16338
143956,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54614,39724,83111,16339
144221,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54615,39725,83112,16340
143709,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54616,39726,83113,16341
145461,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54617,39727,83114,16342
142709,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54618,39728,83115,16343
146342,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54619,39729,83116,16344
143606,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54620,39730,83117,16345
145242,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54621,39731,83118,16346
145488,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54622,39732,83119,16347
144761,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54623,39733,83120,16348
145378,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54624,39734,83121,16349
145505,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54625,39735,83122,16350
146459,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54626,39736,83123,16351
144549,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54627,39737,83124,16352
143134,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54628,39738,83125,16353
145051,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54629,39739,83126,16354
142890,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54630,39740,83127,16355
144611,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54631,39741,83128,16356
145794,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54632,39742,83129,16357
143545,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54633,39743,83130,16358
146690,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54634,39744,83131,16359
144467,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54635,39745,83132,16360
142945,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54636,39746,83133,16361
143790,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54637,39747,83134,16362
146384,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54638,39748,83135,16363
144996,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54639,39749,83136,16364
146686,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54640,39750,83137,16365
146602,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54641,39751,83138,16366
144838,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54642,39752,83139,16367
143169,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54643,39753,83140,16368
143810,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54644,39754,83141,16369
145624,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54645,39755,83142,16370
144297,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54646,39756,83143,16371
143937,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54647,39757,83144,16372
144568,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54648,39758,83145,16373
143820,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54649,39759,83146,16374
144418,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54650,39760,83147,16375
145175,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54651,39761,83148,16376
145329,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54652,39762,83149,16377
145550,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54653,39763,83150,16378
145165,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54654,39764,83151,16379
144258,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54655,39765,83152,16380
146112,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54656,39766,83153,16381
146171,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54657,39767,83154,16382
142719,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54658,39768,83155,16383
144173,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54659,39769,83156,16384
144972,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54660,39770,83157,16385
146033,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54661,39771,83158,16386
143955,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54662,39772,83159,16387
142853,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54663,39773,83160,16388
146716,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54664,39774,83161,16389
146016,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54665,39775,83162,16390
145742,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54666,39776,83163,16391
142861,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54667,39777,83164,16392
145556,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54668,39778,83165,16393
144702,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54669,39779,83166,16394
143549,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54670,39780,83167,16395
145088,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54671,39781,83168,16396
146587,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54672,39782,83169,16397
146395,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54673,39783,83170,16398
143785,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54674,39784,83171,16399
142910,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54675,39785,83172,16400
144163,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54676,39786,83173,16401
144642,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54677,39787,83174,16402
142695,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54678,39788,83175,16403
145770,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54679,39789,83176,16404
142939,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54680,39790,83177,16405
145307,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54681,39791,83178,16406
144456,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54682,39792,83179,16407
145719,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54683,39793,83180,16408
144329,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54684,39794,83181,16409
145971,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54685,39795,83182,16410
144360,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54686,39796,83183,16411
143257,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54687,39797,83184,16412
146063,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54688,39798,83185,16413
143150,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54689,39799,83186,16414
145470,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54690,39800,83187,16415
145996,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54691,39801,83188,16416
146412,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54692,39802,83189,16417
144695,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54693,39803,83190,16418
143699,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54694,39804,83191,16419
144899,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54695,39805,83192,16420
143337,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54696,39806,83193,16421
143407,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54697,39807,83194,16422
142742,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54698,39808,83195,16423
146476,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54699,39809,83196,16424
144875,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54700,39810,83197,16425
144036,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54701,39811,83198,16426
145896,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54702,39812,83199,16427
142832,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54703,39813,83200,16428
143825,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54704,39814,83201,16429
146308,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54705,39815,83202,16430
144465,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54706,39816,83203,16431
144395,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54707,39817,83204,16432
143446,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54708,39818,83205,16433
145000,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54709,39819,83206,16434
144515,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54710,39820,83207,16435
143874,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54711,39821,83208,16436
146416,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54712,39822,83209,16437
146315,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54713,39823,83210,16438
143465,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54714,39824,83211,16439
143291,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54715,39825,83212,16440
142863,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54716,39826,83213,16441
145030,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54717,39827,83214,16442
145077,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54718,39828,83215,16443
144183,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54719,39829,83216,16444
144111,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54720,39830,83217,16445
143458,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54721,39831,83218,16446
145155,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54722,39832,83219,16447
144973,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54723,39833,83220,16448
144669,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54724,39834,83221,16449
144202,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54725,39835,83222,16450
142928,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54726,39836,83223,16451
142848,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54727,39837,83224,16452
142988,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54728,39838,83225,16453
145380,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54729,39839,83226,16454
145746,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54730,39840,83227,16455
146400,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54731,39841,83228,16456
146138,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54732,39842,83229,16457
146086,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54733,39843,83230,16458
143113,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54734,39844,83231,16459
144054,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54735,39845,83232,16460
145168,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54736,39846,83233,16461
146069,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54737,39847,83234,16462
144285,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54738,39848,83235,16463
143266,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54739,39849,83236,16464
143817,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54740,39850,83237,16465
144492,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54741,39851,83238,16466
143221,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54742,39852,83239,16467
144844,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54743,39853,83240,16468
143900,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54744,39854,83241,16469
144274,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54745,39855,83242,16470
146472,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54746,39856,83243,16471
143867,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54747,39857,83244,16472
144747,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54748,39858,83245,16473
143886,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54749,39859,83246,16474
145930,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54750,39860,83247,16475
142842,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54751,39861,83248,16476
143454,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54752,39862,83249,16477
143702,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54753,39863,83250,16478
144724,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54754,39864,83251,16479
145379,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54755,39865,83252,16480
143021,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54756,39866,83253,16481
143314,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54757,39867,83254,16482
143475,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54758,39868,83255,16483
146274,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54759,39869,83256,16484
145097,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54760,39870,83257,16485
145250,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54761,39871,83258,16486
145598,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54762,39872,83259,16487
146419,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54763,39873,83260,16488
145709,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54764,39874,83261,16489
145492,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54765,39875,83262,16490
143910,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54766,39876,83263,16491
144047,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54767,39877,83264,16492
145927,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54768,39878,83265,16493
145332,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54769,39879,83266,16494
144624,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54770,39880,83267,16495
145016,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54771,39881,83268,16496
142790,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54772,39882,83269,16497
143184,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54773,39883,83270,16498
145594,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54774,39884,83271,16499
144434,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54775,39885,83272,16500
143521,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54776,39886,83273,16501
145395,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,54777,39887,83274,16502
