asn,degree,betweenness,eigenvector,pagerank,rank_degree,rank_betweenness,rank_eigenvector,rank_pagerank
24150,3.433830094086944e-05,1.5948602292609085e-07,8.269683159536684e-06,7.760879655653156e-06,22927,19556,59142,15106
55960,3.433830094086944e-05,4.306838709249178e-08,3.156696417818713e-07,7.75089930374992e-06,22931,24072,76402,15130
56019,3.433830094086944e-05,5.663968824844979e-09,8.892796478332885e-08,7.737716949361238e-06,22935,31560,79503,15154
58563,4.578440125449259e-05,1.1477457209763277e-05,2.504150911214838e-05,7.652679510083088e-06,19315,7358,48380,15328
131562,2.2892200627246296e-05,0.0,4.835655171614534e-08,7.643682408598165e-06,31210,38869,80443,15346
38057,3.433830094086944e-05,4.26501026559106e-08,9.130059001675194e-06,7.576611799068588e-06,22989,24099,58101,15480
214439,0.00011446100313623148,1.5728860281456447e-07,4.105934464645775e-05,7.572172797352559e-06,12343,19601,41565,15485
146461,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53770,38880,82267,15495
144964,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53771,38881,82268,15496
144006,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53772,38882,82269,15497
142888,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53773,38883,82270,15498
144745,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53774,38884,82271,15499
142841,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53775,38885,82272,15500
142782,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53776,38886,82273,15501
144714,1.1446100313623148e-05,0.0,3.010876704908847e-09,7.565309324190623e-06,53777,38887,82274,15502
