asn,rank,name
6830,24,LibertyGlobal Liberty Global B.V.
31500,50,GLOBALNET-AS Global Network Management Inc
20562,72,OPEN-PEERING-AS Broadband Hosting B.V.
15830,77,Equinix Equinix (EMEA) Acquisition Enterprises B.V.
20965,83,GEANT GEANT Vereniging
21320,157,GEANT_IAS_VRF GEANT Vereniging
24785,163,JOINTTRANSIT-AS Broadband Hosting B.V.
8455,224,ATOM86-AS Schuberg Philis B.V.
16265,251,LEASEWEB-NETWORK LeaseWeb Network B.V.
50673,263,Serverius-as Serverius Holding B.V.
