asn,rank,name
1299,2,TWELVE99 Arelion Sweden AB
174,3,COGENT-174
5511,12,Opentransit Orange S.A.
9009,58,M247 M247 Europe SRL
13335,69,CLOUDFLARENET
60068,126,CDN77
35280,183,F5 F5 Networks SARL
8218,185,NEO-ASN Zayo Infrastructure France SA
30781,243,JAGUAR-AS Free Pro SAS
29075,249,IELO IELO-LIAZO SERVICES SAS
