asn,rank,name
3320,18,DTAG Deutsche Telekom AG
33891,34,CORE-BACKBONE Core-Backbone GmbH
5405,58,INTERDOTLINK Inter.link GmbH
13335,80,CLOUDFLARENET
13237,178,LAMBDANET-AS euNetworks GmbH
3214,201,XTOM xTom GmbH
8881,229,VERSATEL 1&1 Versatel Deutschland GmbH
3209,261,VODANET Vodafone GmbH
9009,359,M247 M247 Europe SRL
34549,378,MEER-AS meerfarbig GmbH & Co. KG
