asn,rank,name
1299,2,TWELVE99 Arelion Sweden AB
5511,11,Opentransit Orange S.A.
8218,153,NEO-ASN Zayo Infrastructure France SA
35280,175,F5 F5 Networks SARL
30781,230,JAGUAR-AS Free Pro SAS
3215,232,AS3215 Orange S.A.
29075,251,IELO IELO-LIAZO SERVICES SAS
35625,272,EUROFIBER-FRANCE Eurofiber France SAS
43531,281,IXREACH BSO Network Solutions SAS
199524,345,GCORE G-Core Labs S.A.
