asn,rank,name
1299,2,TWELVE99 Arelion Sweden AB
5511,13,Opentransit Orange S.A.
199524,113,GCORE G-Core Labs S.A.
35280,134,F5 F5 Networks SARL
8218,147,NEO-ASN Zayo Infrastructure France SA
3215,204,AS3215 Orange S.A.
30781,229,JAGUAR-AS Free Pro SAS
29075,257,IELO IELO-LIAZO SERVICES SAS
43531,271,IXREACH BSO Network Solutions SAS
15557,413,LDCOMNET Societe Francaise Du Radiotelephone - SFR SA
