asn,rank,name
1299,2,TWELVE99 Arelion Sweden AB
3320,18,DTAG Deutsche Telekom AG
33891,36,CORE-BACKBONE Core-Backbone GmbH
5405,48,INTERDOTLINK Inter.link GmbH
9009,53,M247 M247 Europe SRL
13335,69,CLOUDFLARENET
137409,70,GSLNETWORKS-AS-AP GSL Networks Pty LTD
13237,184,LAMBDANET-AS euNetworks GmbH
8881,231,VERSATEL 1&1 Versatel Deutschland GmbH
3209,274,VODANET Vodafone GmbH
