asn,rank,name
12389,17,ROSTELECOM-AS PJSC Rostelecom
3216,24,"SOVAM-AS PJSC ""Vimpelcom"""
20485,27,TRANSTELECOM Joint Stock Company TransTeleCom
31133,28,MF-MGSM-AS PJSC MegaFon
20764,29,RASCOM-AS CJSC RASCOM
57304,42,"RETNRU-AS JSC ""RetnNet"""
35598,48,INETCOM INETCOM CARRIER LLC
28917,52,"Fiord-AS Fiord Networks, UAB"
8359,53,MTS MTS PJSC
9049,65,"ERTH-TRANSIT-AS JSC ""ER-Telecom Holding"""
