asn,rank,name
1299,2,TWELVE99 Arelion Sweden AB
174,3,COGENT-174
5511,12,Opentransit Orange S.A.
13335,80,CLOUDFLARENET
60068,133,CDN77 Datacamp Limited
8218,173,NEO-ASN Zayo Infrastructure France SA
35280,175,F5 F5 Networks SARL
3215,238,AS3215 Orange S.A.
30781,242,JAGUAR-AS Free Pro SAS
29075,249,IELO IELO-LIAZO SERVICES SAS
