asn,rank,name
12389,18,ROSTELECOM-AS PJSC Rostelecom
3216,25,"SOVAM-AS PJSC ""Vimpelcom"""
31133,26,MF-MGSM-AS PJSC MegaFon
20485,30,TRANSTELECOM Joint Stock Company TransTeleCom
20764,34,RASCOM-AS CJSC RASCOM
28917,39,"Fiord-AS Fiord Networks, UAB"
8359,42,MTS MTS PJSC
35598,48,INETCOM Inetcom LLC
50509,54,TRANSROUTE Transroute Telecom LTD
9049,61,"ERTH-TRANSIT-AS JSC ""ER-Telecom Holding"""
