asn,rank,name
9498,24,BBIL-AP BHARTI Airtel Ltd.
4755,29,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP
55836,72,RELIANCEJIO-IN Reliance Jio Infocomm Limited
9583,76,SIFY-AS-IN Sify Limited
55410,155,VIL-AS-AP Vodafone Idea Ltd
45820,182,TTSL-MEISISP Tata Teleservices ISP AS
9730,250,BHARTITELESONIC-AS-IN-AP Bharti Telesonic Ltd
18229,273,CTRLS-AS-IN CtrlS
45117,284,INPL-IN-AP Ishans Network
17762,317,HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd
