asn,rank,name
7660,35,APAN-JP Asia Pacific Advanced Network - Japan
2497,96,IIJ Internet Initiative Japan Inc.
20473,99,AS-VULTR
2516,120,KDDI KDDI CORPORATION
60068,133,CDN77 Datacamp Limited
17676,143,GIGAINFRA SoftBank Corp.
4713,252,OCN NTT Communications Corporation
2500,267,WIDE-BB WIDE Project
2519,354,VECTANT ARTERIA Networks Corporation
9009,359,M247 M247 Europe SRL
