asn,rank,name
3320,20,DTAG Deutsche Telekom AG
33891,36,CORE-BACKBONE Core-Backbone GmbH
8220,43,COLT COLT Technology Services Group Limited
9009,55,M247 M247 Europe SRL
5405,56,INTERDOTLINK Inter.link GmbH
13335,71,CLOUDFLARENET
20473,92,AS-VULTR
21859,139,ZEN-ECN
13237,185,LAMBDANET-AS euNetworks GmbH
8881,234,VERSATEL 1&1 Versatel Deutschland GmbH
