asn,rank,name
2914,5,NTT-DATA-2914
13335,68,CLOUDFLARENET
20473,94,AS-VULTR
2497,100,IIJ Internet Initiative Japan Inc.
17676,120,GIGAINFRA SoftBank Corp.
2516,152,KDDI KDDI CORPORATION
7660,184,APAN-JP Asia Pacific Advanced Network - Japan
9009,213,M247 M247 Europe SRL
4713,350,"OCN NTT DOCOMO BUSINESS,Inc."
2519,364,VECTANT ARTERIA Networks Corporation
