asn,rank,name
9498,22,BBIL-AP BHARTI Airtel Ltd.
4755,34,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP
9583,119,SIFY-AS-IN Sify Limited
55410,150,VIL-AS-AP Vodafone Idea Ltd
45820,188,TTSL-MEISISP Tata Teleservices ISP AS
9009,213,M247 M247 Europe SRL
18229,216,CTRLS-AS-IN CtrlS
9730,251,BHARTITELESONIC-AS-IN-AP Bharti Telesonic Ltd
17439,284,NCINSPL-IN NTT COMMUNICATIONS INDIA NETWORK SERVICES PRIVATE LIMITED
45117,296,INPL-IN-AP Ishans Network
