asn,rank,name
9002,11,RETN-AS RETN Limited
15412,35,FLAG-AS FLAG TELECOM UK LIMITED
8220,44,COLT COLT Technology Services Group Limited
4455,55,BSO IX Reach Ltd
3223,73,VOXILITY Voxility LLP
41095,108,IPTP IPTP LTD
30844,124,LIQUID-AS Liquid Telecommunications Ltd
60068,149,CDN77 Datacamp Limited
5400,169,BT British Telecommunications PLC
2856,258,BT-UK-AS British Telecommunications PLC
