asn,rank,name
3320,20,DTAG Deutsche Telekom AG
33891,37,CORE-BACKBONE Core-Backbone GmbH
25291,105,INTERDOTLINK-SYSELEVEN SysEleven GmbH
13237,162,LAMBDANET-AS euNetworks GmbH
8881,227,VERSATEL 1&1 Versatel Deutschland GmbH
3209,237,VODANET Vodafone GmbH
34549,280,MEER-AS meerfarbig GmbH & Co. KG
50629,361,LWLCOM LWLcom GmbH
24961,397,MYLOC-AS myLoc managed IT AG
34309,436,LINK11 Link11 GmbH
