asn,rank,name
1299,2,TWELVE99 Arelion Sweden AB
6830,25,LibertyGlobal Liberty Global B.V.
20495,34,WEDARE We Dare B.V.
9009,58,M247 M247 Europe SRL
15830,67,Equinix Equinix (EMEA) Acquisition Enterprises B.V.
60068,126,CDN77
20562,129,OPEN-PEERING-AS Broadband Hosting B.V.
21320,131,GEANT_IAS_VRF GEANT Vereniging
20965,146,GEANT GEANT Vereniging
24785,198,JOINTTRANSIT-AS Broadband Hosting B.V.
