asn,rank,name
3356,1,LEVEL3
174,3,COGENT-174
9002,10,RETN-AS RETN Limited
15412,38,FLAG-AS FLAG TELECOM UK LIMITED
8220,43,COLT COLT Technology Services Group Limited
9009,55,M247 M247 Europe SRL
13335,71,CLOUDFLARENET
3223,97,VOXILITY Voxility LLP
60068,120,CDN77 Datacamp Limited
30844,124,LIQUID-AS Liquid Telecommunications Ltd
