asn,rank,name
9002,11,RETN-AS RETN Limited
15412,43,FLAG-AS FLAG TELECOM UK LIMITED
8220,44,COLT COLT Technology Services Group Limited
3223,95,VOXILITY Voxility LLP
30844,123,LIQUID-AS Liquid Telecommunications Ltd
41095,142,IPTP IPTP LTD
60068,148,CDN77 Datacamp Limited
5400,221,BT British Telecommunications PLC
2856,320,BT-UK-AS British Telecommunications PLC
4455,335,BSO IX Reach Ltd
