asn,rank,name
3320,24,DTAG Deutsche Telekom AG
33891,37,CORE-BACKBONE Core-Backbone GmbH
5405,85,INTERDOTLINK Inter.link GmbH
13237,174,LAMBDANET-AS euNetworks GmbH
8881,214,VERSATEL 1&1 Versatel Deutschland GmbH
3209,234,VODANET Vodafone GmbH
50629,330,LWLCOM LWLcom GmbH
24961,381,MYLOC-AS WIIT AG
34549,429,MEER-AS meerfarbig GmbH & Co. KG
34309,435,LINK11 Link11 GmbH
