asn,rank,name
9498,20,BBIL-AP BHARTI Airtel Ltd.
4755,31,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP
9009,58,M247 M247 Europe SRL
55836,83,RELIANCEJIO-IN Reliance Jio Infocomm Limited
9583,104,SIFY-AS-IN Sify Limited
55410,155,VIL-AS-AP Vodafone Idea Ltd
45820,189,TTSL-MEISISP Tata Teleservices ISP AS
9730,246,BHARTITELESONIC-AS-IN-AP Bharti Telesonic Ltd
18229,258,CTRLS-AS-IN CtrlS
17762,261,HTIL-TTML-IN-AP Tata Teleservices Maharashtra Ltd
