asn,rank,name
174,3,COGENT-174
12389,19,ROSTELECOM-AS PJSC Rostelecom
3216,25,"SOVAM-AS PJSC ""Vimpelcom"""
20764,30,RASCOM-AS CJSC RASCOM
31133,32,MF-MGSM-AS PJSC MegaFon
20485,33,TRANSTELECOM Joint Stock Company TransTeleCom
28917,44,"Fiord-AS Fiord Networks, UAB"
35598,48,INETCOM INETCOM CARRIER LLC
57304,49,"RETNRU-AS JSC ""RetnNet"""
8359,50,MTS MTS PJSC
