asn,rank,name
12389,16,ROSTELECOM-AS PJSC Rostelecom
3216,25,"SOVAM-AS PJSC ""Vimpelcom"""
20485,31,TRANSTELECOM Joint Stock Company TransTeleCom
20764,33,RASCOM-AS CJSC RASCOM
31133,34,MF-MGSM-AS PJSC MegaFon
35598,43,INETCOM INETCOM CARRIER LLC
8359,52,MTS MTS PJSC
50509,60,TRANSROUTE Transroute Telecom LTD
9049,63,"ERTH-TRANSIT-AS JSC ""ER-Telecom Holding"""
29076,110,CITYTELECOM-AS Citytelecom LLC
