asn,rank,name
7660,37,APAN-JP Asia Pacific Advanced Network - Japan
2497,91,IIJ Internet Initiative Japan Inc.
20473,105,AS-VULTR
2516,126,KDDI KDDI CORPORATION
60068,133,CDN77 Datacamp Limited
17676,145,GIGAINFRA SoftBank Corp.
4713,249,OCN NTT Communications Corporation
2500,261,WIDE-BB WIDE Project
2519,357,VECTANT ARTERIA Networks Corporation
9009,364,M247 M247 Europe SRL
