asn,rank,name
9498,23,BBIL-AP BHARTI Airtel Ltd.
4755,36,TATACOMM-AS TATA Communications formerly VSNL is Leading ISP
55836,92,RELIANCEJIO-IN Reliance Jio Infocomm Limited
9583,97,SIFY-AS-IN Sify Limited
55410,138,VIL-AS-AP Vodafone Idea Ltd
45820,197,TTSL-MEISISP Tata Teleservices ISP AS
9730,241,BHARTITELESONIC-AS-IN-AP Bharti Telesonic Ltd
18229,294,CTRLS-AS-IN CtrlS
45117,302,INPL-IN-AP Ishans Network
17665,323,ONEBROADBAND ONEOTT INTERTAINMENT LIMITED
