asn,rank,name
6830,30,LibertyGlobal Liberty Global B.V.
9009,55,M247 M247 Europe SRL
15830,61,Equinix Equinix (EMEA) Acquisition Enterprises B.V.
20965,111,GEANT GEANT Vereniging
64289,113,MACARNE
60068,120,CDN77 Datacamp Limited
20562,123,OPEN-PEERING-AS Broadband Hosting B.V.
21320,145,GEANT_IAS_VRF GEANT Vereniging
24785,190,JOINTTRANSIT-AS Broadband Hosting B.V.
199995,212,OT-AS Omega Telecom LLC
