asn,rank,name
9002,11,RETN-AS RETN Limited
12389,17,ROSTELECOM-AS PJSC Rostelecom
3216,24,"SOVAM-AS PJSC ""Vimpelcom"""
20764,27,RASCOM-AS CJSC RASCOM
31133,29,MF-MGSM-AS PJSC MegaFon
20485,32,TRANSTELECOM Joint Stock Company TransTeleCom
35598,42,INETCOM INETCOM CARRIER LLC
28917,44,"Fiord-AS Fiord Networks, UAB"
8359,50,MTS MTS PJSC
9049,62,"ERTH-TRANSIT-AS JSC ""ER-Telecom Holding"""
