asn,rank,name
3356,1,LEVEL3
174,3,COGENT-174
3257,4,GTT-BACKBONE GTT Communications Inc.
2914,5,NTT-DATA-2914
6939,6,HURRICANE
6453,8,AS6453
6461,9,ZAYO-6461
3491,10,CONSOLE-CONNECT-ASN
13786,19,SEABORN
701,27,UUNET
