asn,rank,name
2914,5,NTT-LTD-2914
2497,88,IIJ Internet Initiative Japan Inc.
2516,91,KDDI KDDI CORPORATION
17676,111,GIGAINFRA SoftBank Corp.
4713,218,OCN NTT Communications Corporation
2500,240,WIDE-BB WIDE Project
2519,348,VECTANT ARTERIA Networks Corporation
2907,354,"SINET-AS Research Organization of Information and Systems, National Institute of Informatics"
7660,393,APAN-JP Asia Pacific Advanced Network - Japan
2518,482,BIGLOBE BIGLOBE Inc.
