asn,rank,name
9002,12,RETN-AS RETN Limited
15412,40,FLAG-AS FLAG TELECOM UK LIMITED
8220,47,COLT COLT Technology Services Group Limited
4455,50,BSO IX Reach Ltd
41095,84,IPTP IPTP LTD
3223,87,VOXILITY Voxility LLP
60068,134,CDN77 Datacamp Limited
30844,139,LIQUID-AS Liquid Telecommunications Ltd
5400,187,BT British Telecommunications PLC
2856,262,BT-UK-AS British Telecommunications PLC
