asn,rank,name
3320,18,DTAG Deutsche Telekom AG
33891,37,CORE-BACKBONE Core-Backbone GmbH
5405,50,INTERDOTLINK Inter.link GmbH
13335,68,CLOUDFLARENET
60068,148,CDN77 Datacamp Limited
13237,187,LAMBDANET-AS euNetworks GmbH
8881,240,VERSATEL 1&1 Versatel GmbH
50629,244,LWLCOM LWLcom GmbH
205103,273,TELEGRAPH-AS Telegraph42 Management GmbH
3209,281,VODANET Vodafone GmbH
